station,from,to,duration,int1,int2,int3,int4,int5,int6,int7,slope,intercept,rvalue,est7,est6p5,est6,latitude,longitude
5910100,1996-04-01,2010-12-31,5387,70.0,33.0,10.0,5.0,1.0,0.0,0.0,-0.486,1.335,-0.989,0.00863,0.0151,0.0264,34.4,133.08333333333334
5910130,1998-10-15,2010-12-31,4460,71.0,14.0,6.0,2.0,1.0,0.0,0.0,-0.392,0.84,-0.997,0.0126,0.0197,0.031,34.53333333333333,132.95
5910131,1998-10-15,2010-12-31,4460,89.0,31.0,9.0,4.0,1.0,0.0,0.0,-0.483,1.364,-0.996,0.00968,0.0169,0.0294,34.4,132.98333333333332
5910132,1998-10-15,2010-12-31,4460,129.0,31.0,8.0,3.0,1.0,0.0,0.0,-0.49,1.346,-0.998,0.00824,0.0145,0.0255,34.516666666666666,133.03333333333333
5910230,1998-10-15,2010-12-31,4460,50.0,21.0,5.0,4.0,1.0,0.0,0.0,-0.406,0.991,-0.969,0.014,0.0224,0.0357,34.416666666666664,133.2
5910231,1998-10-15,2010-12-31,4460,48.0,13.0,5.0,1.0,1.0,0.0,0.0,-0.404,0.781,-0.948,0.00896,0.0143,0.0227,34.516666666666666,133.15
5910232,1998-10-15,2010-12-31,4460,102.0,28.0,8.0,5.0,1.0,0.0,0.0,-0.455,1.267,-0.981,0.0122,0.0205,0.0346,34.4,133.2
5910234,1998-10-15,2010-12-31,4460,73.0,27.0,6.0,3.0,1.0,0.0,0.0,-0.46,1.193,-0.99,0.00948,0.0161,0.0273,34.3,133.08333333333334
5910400,1942-01-01,2010-12-31,25201,426.0,192.0,39.0,6.0,1.0,0.0,0.0,-0.766,2.006,-0.999,0.000439,0.00106,0.00256,34.45,133.25
5910431,1998-10-15,2010-12-31,4460,57.0,20.0,3.0,2.0,1.0,0.0,0.0,-0.408,0.861,-0.946,0.0101,0.0162,0.0259,34.55,133.33333333333334
5910434,1998-10-15,2010-12-31,4460,86.0,20.0,6.0,2.0,1.0,0.0,0.0,-0.438,1.041,-0.993,0.00945,0.0156,0.0259,34.35,133.28333333333333
5910435,1998-10-15,2010-12-31,4460,58.0,19.0,6.0,2.0,2.0,0.0,0.0,-0.341,0.772,-0.943,0.0242,0.0359,0.0531,34.56666666666667,133.26666666666668
5910436,1998-10-15,2010-12-31,4460,46.0,12.0,4.0,1.0,0.0,0.0,0.0,-0.54,1.092,-0.998,0.00207,0.00385,0.00716,34.38333333333333,133.31666666666666
5910437,1998-10-15,2010-12-31,4460,52.0,22.0,4.0,1.0,0.0,0.0,0.0,-0.671,1.575,-0.998,0.000753,0.00163,0.00353,34.55,133.38333333333333
5910500,1994-07-15,2010-12-31,6013,77.0,17.0,6.0,2.0,0.0,0.0,0.0,-0.465,0.947,-1.0,0.00495,0.00845,0.0144,34.65,133.15
5910531,1998-10-15,2010-12-31,4460,17.0,5.0,2.0,1.0,0.0,0.0,0.0,-0.349,0.295,-0.997,0.00706,0.0106,0.0158,34.7,133.11666666666667
5912831,1998-10-15,2010-12-31,4460,81.0,19.0,3.0,3.0,1.0,0.0,0.0,-0.384,0.814,-0.934,0.0135,0.0209,0.0325,34.583333333333336,133.05
5912860,1998-10-15,2010-12-31,4460,50.0,10.0,3.0,1.0,1.0,0.0,0.0,-0.348,0.5,-0.941,0.0116,0.0174,0.0259,34.61666666666667,132.93333333333334
5913431,1998-10-15,2010-12-31,4460,32.0,5.0,2.0,1.0,0.0,0.0,0.0,-0.349,0.295,-0.997,0.00706,0.0106,0.0158,34.8,133.18333333333334
5913433,1998-10-15,2010-12-31,4460,26.0,5.0,3.0,1.0,0.0,0.0,0.0,-0.349,0.354,-0.978,0.00808,0.0121,0.0181,34.7,133.25
5920000,1920-01-01,2010-12-31,33237,555.0,185.0,38.0,5.0,1.0,0.0,0.0,-0.768,1.866,-0.999,0.000308,0.000746,0.00181,34.4,132.46666666666667
5920030,1998-10-15,2010-12-31,4460,42.0,14.0,5.0,2.0,1.0,0.0,0.0,-0.384,0.792,-0.996,0.0128,0.0199,0.031,34.38333333333333,132.45
5920130,1998-10-15,2010-12-31,4460,16.0,5.0,3.0,1.0,0.0,0.0,0.0,-0.349,0.354,-0.978,0.00808,0.0121,0.0181,34.45,132.55
5920230,1998-10-15,2010-12-31,4460,30.0,16.0,5.0,3.0,1.0,0.0,0.0,-0.383,0.85,-0.99,0.0147,0.0228,0.0355,34.35,132.46666666666667
5920330,1998-10-15,2010-12-31,4460,122.0,26.0,7.0,3.0,1.0,0.0,0.0,-0.461,1.212,-0.997,0.00962,0.0164,0.0278,34.4,132.41666666666666
5920430,1998-12-15,2010-12-31,4399,101.0,28.0,6.0,3.0,1.0,0.0,0.0,-0.464,1.22,-0.989,0.00933,0.0159,0.0272,34.46666666666667,132.48333333333332
5920530,1998-10-15,2010-12-31,4460,118.0,27.0,7.0,3.0,1.0,0.0,0.0,-0.466,1.233,-0.996,0.00933,0.016,0.0273,34.5,132.51666666666668
5920630,1998-12-15,2010-12-31,4399,95.0,24.0,11.0,3.0,1.0,0.0,0.0,-0.47,1.291,-0.996,0.00994,0.0171,0.0294,34.4,132.58333333333334
5920730,1998-10-15,2010-12-31,4460,79.0,17.0,6.0,2.0,0.0,0.0,0.0,-0.465,1.077,-1.0,0.00667,0.0114,0.0195,34.4,132.36666666666667
5920800,1919-01-01,2010-12-31,33602,673.0,336.0,134.0,13.0,1.0,0.0,0.0,-0.859,2.485,-0.981,0.000296,0.000795,0.00214,34.233333333333334,132.55
5920801,1994-07-15,2010-12-31,6013,145.0,38.0,6.0,1.0,1.0,0.0,0.0,-0.552,1.304,-0.943,0.00277,0.00522,0.00985,34.15,132.53333333333333
5920830,1998-10-15,2010-12-31,4460,103.0,38.0,10.0,3.0,1.0,0.0,0.0,-0.526,1.519,-0.999,0.00685,0.0126,0.023,34.233333333333334,132.61666666666667
5920831,1998-10-15,2010-12-31,4460,71.0,19.0,4.0,1.0,1.0,0.0,0.0,-0.444,0.937,-0.941,0.00676,0.0113,0.0188,34.3,132.55
5920835,1998-10-15,2010-12-31,4460,70.0,58.0,18.0,4.0,3.0,0.0,0.0,-0.451,1.517,-0.972,0.0228,0.0384,0.0645,34.233333333333334,132.7
5920838,1998-10-15,2010-12-31,4460,77.0,19.0,3.0,2.0,1.0,0.0,0.0,-0.401,0.832,-0.948,0.0105,0.0167,0.0266,34.2,132.73333333333332
5920839,1998-10-15,2010-12-31,4460,121.0,43.0,11.0,3.0,1.0,0.0,0.0,-0.546,1.614,-0.999,0.00615,0.0115,0.0216,34.28333333333333,132.73333333333332
5920841,1998-12-15,2010-12-31,4399,51.0,22.0,9.0,4.0,1.0,0.0,0.0,-0.438,1.177,-0.992,0.0129,0.0214,0.0354,34.18333333333333,132.85
5920860,1998-12-15,2010-12-31,4399,79.0,24.0,6.0,1.0,1.0,0.0,0.0,-0.492,1.18,-0.948,0.00546,0.00962,0.0169,34.18333333333333,132.8
5920861,1998-10-15,2010-12-31,4460,85.0,25.0,10.0,3.0,1.0,0.0,0.0,-0.472,1.283,-0.999,0.00958,0.0165,0.0284,34.2,132.53333333333333
5920862,1998-10-15,2010-12-31,4460,122.0,36.0,9.0,4.0,1.0,0.0,0.0,-0.502,1.449,-0.995,0.00859,0.0153,0.0273,34.18333333333333,132.68333333333334
5920930,1998-10-15,2010-12-31,4460,75.0,27.0,7.0,2.0,0.0,0.0,0.0,-0.565,1.468,-1.0,0.00325,0.00623,0.0119,34.233333333333334,132.21666666666667
5921000,1996-04-01,2010-12-31,5387,136.0,40.0,12.0,3.0,1.0,0.0,0.0,-0.541,1.514,-0.999,0.00534,0.00996,0.0186,34.31666666666667,132.68333333333334
5921030,1998-12-15,2010-12-31,4399,42.0,14.0,4.0,1.0,0.0,0.0,0.0,-0.573,1.221,-1.0,0.00162,0.00313,0.00606,34.43333333333333,132.75
5921032,1998-10-15,2010-12-31,4460,87.0,23.0,6.0,3.0,1.0,0.0,0.0,-0.439,1.103,-0.993,0.0108,0.0178,0.0296,34.56666666666667,132.83333333333334
5921033,1998-10-15,2010-12-31,4460,77.0,22.0,7.0,5.0,2.0,1.0,0.0,-0.323,0.842,-0.99,0.0382,0.0554,0.0803,34.46666666666667,132.88333333333333
5921034,1998-10-15,2010-12-31,4460,63.0,15.0,5.0,1.0,1.0,0.0,0.0,-0.423,0.862,-0.949,0.00799,0.013,0.0211,34.31666666666667,132.81666666666666
5921060,1998-10-15,2010-12-31,4460,61.0,16.0,6.0,3.0,1.0,0.0,0.0,-0.391,0.898,-0.997,0.0144,0.0226,0.0355,34.53333333333333,132.78333333333333
5921130,1998-10-15,2010-12-31,4460,27.0,10.0,5.0,3.0,1.0,0.0,0.0,-0.322,0.585,-0.987,0.0214,0.031,0.0449,34.35,132.33333333333334
5921131,1998-10-15,2010-12-31,4460,78.0,16.0,6.0,2.0,1.0,0.0,0.0,-0.409,0.915,-0.996,0.0113,0.0181,0.029,34.36666666666667,132.18333333333334
5921132,1998-10-15,2010-12-31,4460,32.0,12.0,4.0,2.0,0.0,0.0,0.0,-0.389,0.741,-0.992,0.0104,0.0163,0.0255,34.483333333333334,132.15
5921134,1998-10-15,2010-12-31,4460,22.0,6.0,3.0,1.0,1.0,0.0,0.0,-0.281,0.211,-0.949,0.0175,0.0242,0.0334,34.3,132.31666666666666
5921230,1998-10-15,2010-12-31,4460,61.0,35.0,10.0,3.0,2.0,0.0,0.0,-0.425,1.232,-0.979,0.018,0.0294,0.048,34.4,132.5
5921330,1998-10-15,2010-12-31,4460,80.0,25.0,6.0,4.0,1.0,0.0,0.0,-0.437,1.137,-0.981,0.012,0.0198,0.0328,34.36666666666667,132.53333333333333
5921430,1998-10-15,2010-12-31,4460,115.0,29.0,5.0,2.0,1.0,1.0,0.0,-0.362,0.855,-0.934,0.0208,0.0316,0.048,34.333333333333336,132.58333333333334
5921530,1998-10-15,2010-12-31,4460,49.0,29.0,6.0,3.0,1.0,0.0,0.0,-0.469,1.234,-0.988,0.00895,0.0154,0.0263,34.333333333333336,132.51666666666668
5923030,1998-12-15,2010-12-31,4399,55.0,19.0,4.0,3.0,1.0,0.0,0.0,-0.396,0.895,-0.969,0.0133,0.0209,0.033,34.25,132.48333333333332
5923031,1998-10-15,2010-12-31,4460,78.0,37.0,10.0,3.0,1.0,0.0,0.0,-0.523,1.504,-0.999,0.007,0.0128,0.0233,34.21666666666667,132.45
5923032,1998-12-15,2010-12-31,4399,121.0,38.0,10.0,3.0,1.0,0.0,0.0,-0.526,1.525,-0.999,0.00695,0.0127,0.0233,34.266666666666666,132.4
5923033,1998-10-15,2010-12-31,4460,69.0,15.0,6.0,1.0,1.0,0.0,0.0,-0.431,0.909,-0.947,0.00784,0.0129,0.0211,34.166666666666664,132.46666666666667
5923230,1998-10-15,2010-12-31,4460,70.0,32.0,10.0,3.0,2.0,1.0,0.0,-0.371,1.054,-0.982,0.0287,0.0439,0.0673,34.25,132.88333333333333
5923231,1998-10-15,2010-12-31,4460,76.0,19.0,7.0,3.0,1.0,0.0,0.0,-0.42,1.035,-0.999,0.0124,0.0201,0.0325,34.233333333333334,132.91666666666666
5923260,1998-10-15,2010-12-31,4460,62.0,24.0,8.0,3.0,1.0,0.0,0.0,-0.457,1.202,-1.0,0.0101,0.0171,0.029,34.266666666666666,132.91666666666666
6000000,1919-01-01,2010-12-31,33602,954.0,291.0,77.0,17.0,3.0,0.0,0.0,-0.662,1.866,-0.998,0.00172,0.00368,0.00788,34.06666666666667,134.56666666666666
6000030,1998-10-15,2010-12-31,4460,25.0,18.0,9.0,2.0,1.0,0.0,0.0,-0.442,1.088,-0.988,0.00987,0.0164,0.0273,34.06666666666667,134.55
6000230,1998-10-15,2010-12-31,4460,32.0,24.0,11.0,2.0,0.0,0.0,0.0,-0.54,1.44,-0.978,0.0046,0.00856,0.0159,34.0,134.58333333333334
6000430,1998-10-15,2010-12-31,4460,41.0,23.0,9.0,2.0,0.0,0.0,0.0,-0.53,1.377,-0.991,0.00462,0.0085,0.0157,34.06666666666667,134.43333333333334
6000630,1998-10-15,2010-12-31,4460,20.0,16.0,6.0,1.0,0.0,0.0,0.0,-0.602,1.38,-0.986,0.00146,0.00293,0.00586,34.13333333333333,134.58333333333334
6000730,1998-10-15,2010-12-31,4040,24.0,17.0,7.0,1.0,0.0,0.0,0.0,-0.615,1.494,-0.978,0.00154,0.00312,0.00634,34.13333333333333,134.55
6000830,1998-10-15,2010-12-31,4460,21.0,15.0,7.0,2.0,0.0,0.0,0.0,-0.438,1.0,-0.99,0.00865,0.0143,0.0237,34.13333333333333,134.5
6000930,1998-10-15,2010-12-31,4460,21.0,16.0,6.0,1.0,0.0,0.0,0.0,-0.602,1.38,-0.986,0.00146,0.00293,0.00586,34.15,134.46666666666667
6001030,1998-10-15,2010-12-31,4460,18.0,14.0,3.0,1.0,0.0,0.0,0.0,-0.573,1.174,-0.995,0.00145,0.00281,0.00543,34.11666666666667,134.4
6003400,1996-04-01,2010-12-31,5387,91.0,25.0,9.0,1.0,0.0,0.0,0.0,-0.699,1.712,-0.978,0.00066,0.00148,0.0033,34.06666666666667,134.36666666666667
6003500,1996-04-01,2010-12-31,5387,50.0,13.0,5.0,1.0,0.0,0.0,0.0,-0.557,1.106,-0.989,0.00161,0.00306,0.00582,34.06666666666667,134.15
6003530,1998-10-15,2010-12-31,4460,18.0,15.0,7.0,1.0,0.0,0.0,0.0,-0.588,1.351,-0.97,0.00172,0.00338,0.00665,34.05,134.05
6003531,1998-10-15,2010-12-31,4460,26.0,18.0,7.0,2.0,0.0,0.0,0.0,-0.477,1.145,-0.997,0.00639,0.0111,0.0192,34.05,134.16666666666666
6003630,1998-10-15,2010-12-31,4460,22.0,14.0,4.0,1.0,0.0,0.0,0.0,-0.573,1.215,-1.0,0.0016,0.00309,0.00598,34.03333333333333,134.03333333333333
6003730,1998-10-15,2010-12-31,4460,26.0,16.0,5.0,1.0,0.0,0.0,0.0,-0.602,1.354,-0.996,0.00138,0.00276,0.00551,34.1,134.36666666666667
6003731,1998-10-15,2010-12-31,4460,12.0,9.0,3.0,1.0,0.0,0.0,0.0,-0.477,0.822,-1.0,0.00303,0.00525,0.0091,34.11666666666667,134.33333333333334
6003732,1998-10-15,2010-12-31,4460,17.0,15.0,4.0,1.0,0.0,0.0,0.0,-0.588,1.27,-1.0,0.00142,0.0028,0.00552,34.083333333333336,134.23333333333332
6003800,1996-04-01,2010-12-31,5387,56.0,18.0,6.0,2.0,0.0,0.0,0.0,-0.477,1.041,-1.0,0.00502,0.0087,0.0151,34.03333333333333,133.8
6003830,1998-10-15,2010-12-31,4460,15.0,10.0,4.0,1.0,0.0,0.0,0.0,-0.5,0.947,-0.993,0.0028,0.00498,0.00886,34.05,133.96666666666667
6003833,1998-10-15,2010-12-31,4460,23.0,14.0,5.0,2.0,0.0,0.0,0.0,-0.423,0.896,-0.999,0.00868,0.0141,0.023,33.9,133.81666666666666
6003930,1998-10-15,2010-12-31,4460,13.0,10.0,4.0,1.0,0.0,0.0,0.0,-0.5,0.947,-0.993,0.0028,0.00498,0.00886,34.05,133.86666666666667
6003931,1998-10-15,2010-12-31,4460,18.0,11.0,6.0,2.0,0.0,0.0,0.0,-0.37,0.731,-0.986,0.0138,0.0211,0.0323,34.03333333333333,133.93333333333334
6010030,1998-10-15,2010-12-31,4460,33.0,18.0,8.0,2.0,0.0,0.0,0.0,-0.477,1.164,-0.989,0.00668,0.0116,0.02,33.95,134.66666666666666
6011600,1994-07-15,2010-12-31,6013,54.0,13.0,4.0,1.0,0.0,0.0,0.0,-0.557,1.026,-0.999,0.00134,0.00255,0.00484,33.8,134.45
6011630,1998-10-15,2010-12-31,4460,60.0,32.0,11.0,1.0,0.0,0.0,0.0,-0.753,2.02,-0.976,0.000565,0.00134,0.00319,33.85,134.5
6011632,1998-10-15,2010-12-31,4460,44.0,18.0,8.0,2.0,0.0,0.0,0.0,-0.477,1.164,-0.989,0.00668,0.0116,0.02,33.8,134.36666666666667
6011830,1998-10-15,2010-12-31,4460,29.0,17.0,5.0,2.0,0.0,0.0,0.0,-0.465,1.051,-0.997,0.00628,0.0107,0.0183,33.6,134.35
6011832,1998-10-15,2010-12-31,4460,45.0,31.0,8.0,1.0,0.0,0.0,0.0,-0.746,1.948,-0.993,0.000535,0.00126,0.00298,33.56666666666667,134.3
6100000,1941-04-01,2010-12-31,25476,496.0,154.0,40.0,7.0,1.0,0.0,0.0,-0.732,1.877,-0.997,0.000567,0.00132,0.00306,34.31666666666667,134.05
6100031,2000-07-18,2010-12-31,3818,22.0,9.0,3.0,2.0,0.0,0.0,0.0,-0.327,0.538,-0.966,0.0179,0.026,0.0379,34.2,134.03333333333333
6100032,2000-07-18,2010-12-31,3818,40.0,17.0,7.0,2.0,0.0,0.0,0.0,-0.465,1.167,-0.995,0.00821,0.014,0.0239,34.333333333333336,134.13333333333333
6100033,2000-07-18,2010-12-31,3818,32.0,22.0,7.0,1.0,1.0,0.0,0.0,-0.487,1.233,-0.948,0.00664,0.0116,0.0204,34.38333333333333,134.13333333333333
6100034,2000-07-18,2010-12-31,3818,29.0,13.0,4.0,3.0,0.0,0.0,0.0,-0.318,0.667,-0.944,0.0274,0.0396,0.0571,34.233333333333334,134.03333333333333
6100035,2000-07-18,2010-12-31,3818,23.0,11.0,4.0,1.0,0.0,0.0,0.0,-0.521,1.091,-0.996,0.00279,0.00508,0.00926,34.233333333333334,134.01666666666668
6100036,2000-07-18,2010-12-31,3818,32.0,16.0,7.0,3.0,1.0,0.0,0.0,-0.398,1.005,-0.997,0.0166,0.0262,0.0414,34.3,133.96666666666667
6100200,1996-04-01,2010-12-31,5387,76.0,19.0,6.0,1.0,0.0,0.0,0.0,-0.639,1.435,-0.992,0.000911,0.0019,0.00397,34.25,134.33333333333334
6100230,2000-07-18,2010-12-31,3818,44.0,20.0,5.0,1.0,1.0,0.0,0.0,-0.46,1.091,-0.947,0.00741,0.0126,0.0214,34.25,134.36666666666667
6101000,1996-04-01,2010-12-31,5387,138.0,39.0,15.0,3.0,1.0,0.0,0.0,-0.547,1.558,-0.995,0.00533,0.01,0.0188,34.483333333333334,134.18333333333334
6101230,2000-07-18,2010-12-31,3818,28.0,10.0,5.0,2.0,0.0,0.0,0.0,-0.349,0.696,-0.997,0.0178,0.0266,0.0397,34.266666666666666,134.13333333333333
6101830,2000-07-18,2010-12-31,3818,71.0,18.0,5.0,3.0,0.0,0.0,0.0,-0.389,0.958,-0.971,0.0172,0.0269,0.0421,34.46666666666667,134.0
6101930,2000-07-18,2010-12-31,3818,56.0,20.0,8.0,2.0,0.0,0.0,0.0,-0.5,1.316,-0.993,0.00654,0.0116,0.0207,34.28333333333333,134.25
6101932,2000-07-18,2010-12-31,3818,33.0,16.0,6.0,3.0,0.0,0.0,0.0,-0.363,0.891,-0.995,0.0222,0.0338,0.0513,34.333333333333336,134.16666666666666
6101933,2000-07-18,2010-12-31,3818,52.0,19.0,9.0,2.0,0.0,0.0,0.0,-0.489,1.292,-0.982,0.00741,0.013,0.0228,34.266666666666666,134.2
6102031,2000-07-18,2010-12-31,3818,61.0,23.0,9.0,2.0,1.0,0.0,0.0,-0.474,1.293,-0.991,0.00947,0.0163,0.0282,34.483333333333334,134.23333333333332
6110031,2000-07-18,2010-12-31,3818,26.0,9.0,3.0,2.0,0.0,0.0,0.0,-0.327,0.538,-0.966,0.0179,0.026,0.0379,34.233333333333334,133.88333333333333
6110032,2000-07-18,2010-12-31,3818,25.0,14.0,4.0,3.0,0.0,0.0,0.0,-0.335,0.726,-0.94,0.0242,0.0356,0.0524,34.266666666666666,133.86666666666667
6110100,1994-07-15,2010-12-31,6013,29.0,10.0,5.0,2.0,0.0,0.0,0.0,-0.349,0.499,-0.997,0.0113,0.0169,0.0252,34.38333333333333,133.93333333333334
6110130,2000-07-18,2010-12-31,3818,30.0,12.0,4.0,3.0,0.0,0.0,0.0,-0.301,0.603,-0.947,0.0313,0.0443,0.0627,34.31666666666667,133.86666666666667
6110230,2000-07-18,2010-12-31,3818,22.0,9.0,4.0,3.0,0.0,0.0,0.0,-0.239,0.374,-0.964,0.0506,0.0666,0.0877,34.233333333333334,133.78333333333333
6110300,1996-04-01,2010-12-31,5387,135.0,40.0,9.0,4.0,1.0,0.0,0.0,-0.516,1.426,-0.994,0.00654,0.0118,0.0214,34.13333333333333,133.66666666666666
6110330,2000-07-18,2010-12-31,3818,28.0,15.0,4.0,3.0,0.0,0.0,0.0,-0.349,0.781,-0.938,0.0216,0.0323,0.0483,34.083333333333336,133.66666666666666
6110331,2000-07-18,2010-12-31,3818,40.0,18.0,5.0,3.0,0.0,0.0,0.0,-0.389,0.958,-0.971,0.0172,0.0269,0.0421,34.06666666666667,133.63333333333333
6110930,2000-07-18,2010-12-31,3818,41.0,12.0,5.0,3.0,0.0,0.0,0.0,-0.301,0.636,-0.989,0.0338,0.0477,0.0675,34.31666666666667,133.83333333333334
6111230,2000-07-18,2010-12-31,3818,32.0,13.0,4.0,2.0,0.0,0.0,0.0,-0.406,0.872,-0.989,0.0106,0.017,0.0271,34.18333333333333,133.81666666666666
6111300,1919-01-01,2010-12-31,33602,633.0,252.0,68.0,16.0,1.0,0.0,0.0,-0.783,2.137,-0.982,0.000451,0.00111,0.00274,34.28333333333333,133.75
6111330,2000-07-18,2010-12-31,3818,37.0,13.0,4.0,2.0,0.0,0.0,0.0,-0.406,0.872,-0.989,0.0106,0.017,0.0271,34.266666666666666,133.75
6112430,2000-07-18,2010-12-31,3818,52.0,20.0,6.0,3.0,0.0,0.0,0.0,-0.412,1.069,-0.988,0.0153,0.0246,0.0395,34.18333333333333,133.71666666666667
6112431,2000-07-18,2010-12-31,3818,29.0,15.0,4.0,2.0,0.0,0.0,0.0,-0.438,0.986,-0.984,0.00839,0.0139,0.023,34.11666666666667,133.73333333333332
6112432,2000-07-18,2010-12-31,3818,38.0,23.0,8.0,3.0,1.0,0.0,0.0,-0.451,1.245,-1.0,0.0122,0.0206,0.0345,34.2,133.7
6112434,2000-07-18,2010-12-31,3818,41.0,19.0,4.0,3.0,0.0,0.0,0.0,-0.401,0.969,-0.929,0.0146,0.0231,0.0367,34.21666666666667,133.66666666666666
6112436,2000-07-18,2010-12-31,3818,29.0,12.0,5.0,3.0,0.0,0.0,0.0,-0.301,0.636,-0.989,0.0338,0.0477,0.0675,34.11666666666667,133.78333333333333
6112460,2000-07-18,2010-12-31,3818,39.0,19.0,7.0,3.0,1.0,0.0,0.0,-0.42,1.102,-0.999,0.0144,0.0234,0.038,34.15,133.7
6112461,2000-07-18,2010-12-31,3818,24.0,12.0,4.0,2.0,0.0,0.0,0.0,-0.389,0.809,-0.992,0.0122,0.019,0.0298,34.2,133.65
6112531,2000-07-18,2010-12-31,3818,28.0,13.0,4.0,2.0,0.0,0.0,0.0,-0.406,0.872,-0.989,0.0106,0.017,0.0271,34.2,133.83333333333334
6112532,2000-07-18,2010-12-31,3818,53.0,14.0,4.0,3.0,0.0,0.0,0.0,-0.335,0.726,-0.94,0.0242,0.0356,0.0524,34.15,133.83333333333334
6112630,2000-07-18,2010-12-31,3818,62.0,19.0,5.0,2.0,0.0,0.0,0.0,-0.489,1.207,-0.994,0.00609,0.0107,0.0188,34.233333333333334,133.95
6112631,2000-07-18,2010-12-31,3818,38.0,10.0,4.0,2.0,0.0,0.0,0.0,-0.349,0.664,-0.997,0.0165,0.0247,0.0369,34.25,133.91666666666666
6200000,1996-04-01,2010-12-31,5387,60.0,32.0,10.0,5.0,1.0,0.0,0.0,-0.482,1.318,-0.988,0.00884,0.0154,0.0268,34.06666666666667,133.0
6200030,1998-06-15,2010-12-31,4582,41.0,19.0,5.0,1.0,1.0,0.0,0.0,-0.454,0.983,-0.947,0.00644,0.0108,0.0183,34.0,133.01666666666668
6200031,1998-06-15,2010-12-31,4582,31.0,12.0,5.0,1.0,1.0,0.0,0.0,-0.394,0.724,-0.948,0.0093,0.0146,0.023,34.016666666666666,132.95
6200032,1998-06-15,2010-12-31,4582,74.0,29.0,9.0,4.0,1.0,0.0,0.0,-0.474,1.315,-0.995,0.00994,0.0172,0.0296,34.1,132.95
6200033,1998-06-15,2010-12-31,4582,76.0,43.0,10.0,5.0,2.0,0.0,0.0,-0.43,1.314,-0.988,0.0202,0.0331,0.0544,34.06666666666667,132.93333333333334
6200034,1998-06-15,2010-12-31,4582,103.0,49.0,12.0,6.0,1.0,0.0,0.0,-0.537,1.668,-0.987,0.0081,0.015,0.0279,34.03333333333333,132.83333333333334
6200036,1998-06-15,2010-12-31,4582,64.0,25.0,7.0,3.0,1.0,0.0,0.0,-0.456,1.178,-0.997,0.00966,0.0163,0.0276,34.166666666666664,133.08333333333334
6200037,1998-06-15,2010-12-31,4582,40.0,12.0,5.0,1.0,0.0,0.0,0.0,-0.54,1.113,-0.986,0.00217,0.00403,0.00751,34.2,133.11666666666667
6200038,1998-06-15,2010-12-31,4582,95.0,37.0,9.0,4.0,1.0,0.0,0.0,-0.506,1.453,-0.995,0.00818,0.0146,0.0262,34.266666666666666,133.03333333333333
6200039,1998-06-15,2010-12-31,4582,74.0,50.0,14.0,4.0,1.0,0.0,0.0,-0.564,1.738,-1.0,0.00615,0.0118,0.0225,34.25,133.0
6200040,1998-06-15,2010-12-31,4582,23.0,10.0,4.0,1.0,1.0,0.0,0.0,-0.36,0.563,-0.949,0.011,0.0167,0.0252,34.18333333333333,132.88333333333333
6200100,1996-04-01,2010-12-31,5387,52.0,19.0,6.0,1.0,1.0,0.0,0.0,-0.461,0.961,-0.949,0.00538,0.00914,0.0156,33.96666666666667,133.28333333333333
6200130,1998-06-15,2010-12-31,4582,53.0,12.0,4.0,1.0,0.0,0.0,0.0,-0.54,1.081,-0.998,0.00201,0.00374,0.00697,33.85,133.38333333333333
6200200,1994-07-15,2010-12-31,6013,182.0,45.0,14.0,5.0,1.0,0.0,0.0,-0.541,1.55,-0.995,0.00583,0.0109,0.0202,33.78333333333333,133.05
6200230,1998-06-15,2010-12-31,4582,41.0,23.0,6.0,1.0,1.0,0.0,0.0,-0.486,1.139,-0.948,0.00542,0.0095,0.0166,33.93333333333333,133.18333333333334
6200231,1998-06-15,2010-12-31,4582,30.0,21.0,6.0,1.0,1.0,0.0,0.0,-0.474,1.087,-0.949,0.00583,0.0101,0.0174,33.9,133.11666666666667
6200232,1998-06-15,2010-12-31,4582,35.0,18.0,6.0,1.0,1.0,0.0,0.0,-0.454,1.0,-0.949,0.0066,0.0111,0.0188,33.9,133.06666666666666
6202630,1998-06-15,2010-12-31,4582,25.0,11.0,6.0,2.0,0.0,0.0,0.0,-0.37,0.719,-0.986,0.0134,0.0205,0.0315,34.0,133.58333333333334
6202631,1998-06-15,2010-12-31,4582,27.0,11.0,5.0,2.0,0.0,0.0,0.0,-0.37,0.693,-0.999,0.0126,0.0193,0.0296,33.95,133.63333333333333
6202632,1998-06-15,2010-12-31,4582,26.0,8.0,5.0,1.0,0.0,0.0,0.0,-0.452,0.79,-0.953,0.00426,0.00716,0.012,33.95,133.41666666666666
6202730,1998-06-15,2010-12-31,4582,32.0,12.0,5.0,2.0,0.0,0.0,0.0,-0.389,0.762,-1.0,0.0109,0.0171,0.0268,34.18333333333333,133.31666666666666
6202731,1998-06-15,2010-12-31,4582,66.0,35.0,8.0,4.0,1.0,0.0,0.0,-0.493,1.39,-0.992,0.00865,0.0153,0.0269,34.25,133.2
6202732,1998-06-15,2010-12-31,4582,75.0,22.0,7.0,3.0,1.0,0.0,0.0,-0.44,1.106,-0.998,0.0107,0.0177,0.0294,34.266666666666666,133.18333333333334
6202733,1998-06-15,2010-12-31,4582,84.0,33.0,8.0,3.0,1.0,0.0,0.0,-0.498,1.37,-0.997,0.00763,0.0135,0.024,34.25,133.15
