A2006010116333703 002 345044 007 1323315 008  99104430V   5112  6224ìáç™åßêºïî                7K
8012932 271811190 1 06 ///// 00037 N00023 E00036 Z00017 P///P///P///P///P///P///                
8020100 271811258 1 06 11285 00032 N00025 E00025 Z00011 F060F060F059F059F094F145                
A2006022806482764 005 345984 019 1390409 025  25210827V   5112  4155ê√â™åßà…ì§ínï˚            5K
4400000 280648285 2 20 48296 00228 N00210 E00205 Z00067 F120F121F031F031F053F053                
4400100 280648287 1 11 48298 00064 N00058 E00035 Z00049 F047F023F067F067F069F083                
4400320 280648343 1 08 48347 00042 N00042 E00030 Z00015 F047F047F067F067F058F058                
4401840 280648070 1 08 ///// 00182 N00126 E00159 Z00035 F155F///F142F///F164F///                
4401930 280648340 1 09 ///// 00031 N00029 E00018 Z00025 F013F///F015F///F127F///                
A2006022814330572 003 385394 013 1410300 014  76609724V   5111  2 50ä‚éËåßì‡ó§ìÏïî            1K
2205200 281433095 1 07 33107 00043 N00038 E00041 Z00023 F094F094F078F078F098P205                
A2006030108445233 045 442695 166 1471896 3221422445545V   5111  1 24ëë®ìáïtãﬂ                1K
1660000 010845500 1 05 45553 00024 N00018 E00018 Z00006 F033F033F040F040F041F137                
A2006030113313581 003 355923 009 1364820 012  94805428V   5111  4138äÚïååßî¸îZíÜêºïî          4K
4000220 011331413 1 07 31414 00136 N00115 E00100 Z00016 F080F080F082F100F191F176                
4000231 011331410 1 10 ///// 00077 N00066 E00062 Z00039 P002P///P002P///P002P///                
4325222 011331394 1 11 31397 00236 N00232 E00142 Z00101 F137F137F148F149F276F277                
4325231 011331416 1 06 ///// 00087 N00060 E00078 Z00032 P002P///P002P///P001P///                
A2006030115133819 003 350231 009 1353392 011 101404926V   5111  5184ãûìsï{ìÏïî                1K
5111200 011513415 1 09 13417 00125 N00119 E00053 Z00059 F097F097F069F069F090F090                
A2006030203401192 008 280363 048 1290066 060 154710949D50V5113  7296âÇî¸ëÂìáãﬂäC             11K
7780430 020339360 3 28 ///// 00680 N00601 E00507 Z00147 P///P///P///P///P///P///                
7780432 020340170 3 30 ///// 00864 N00681 E00446 Z00380 P///P///P///P///P///P///                
7790130 020340120 3 28 ///// 00309 N00288 E00226 Z00105 P///P///P///P///P///P///                
7780330 020340210 2 17 ///// 00147 N00074 E00117 Z00089 P///P///P///P///P///P///                
7780900 020340229 2 22 40313 00217 N00145 E00187 Z00072 F055F055F053F053F051F051                
7780930 020340230 2 19 ///// 00173 N00062 E00170 Z00063 P///P///P///P///P///P///                
7790030 020340210 2 22 ///// 00202 N00151 E00196 Z00066 P///P///P///P///P///P///                
7790100 020340170 2 20 40214 00247 N00232 E00161 Z00101 F125F125F119F119F153F153                
7790300 020340260 2 15 40345 00095 N00095 E00052 Z00029 F038F038F030F030F057F041                
7780800 020340286 1 14 40417 00080 N00045 E00076 Z00040 F059F059F057F057F057F057                
8000100 020340452 1 05 40562 00020 N00013 E00017 Z00011 F049F049F052F052F062F062                
A2006030205393482 002 354081 008 1370512 009  43904327V   5111  4140äÚïååßî¸îZíÜêºïî          2K
4302132 020539375 1 09 ///// 00224 N00177 E00169 Z00128 P001P///P001P///P001P///                
4325235 020539371 1 10 ///// 00269 N00227 E00119 Z00147 P002P///P002P///P002P///                
A2006030220373681 012 244969 060 1252371 054 496207740D37V5112  7293ã{å√ìáãﬂäC                3K
8040601 022037443 2 16 37491 00149 N00144 E00113 Z00052 F102F102F107F107F082F082                
8040600 022037466 1 08 37510 00068 N00045 E00063 Z00030 F099F099F104F104F128F049                
8040602 022037435 1 10 37491 00160 N00128 E00097 Z00107 F115F115F120F120F210F210                
A2006030222251181 018 325917 083 1365136 039 385345439D44V5112  5208éOèdåßìÏìåâ´              3K
5404330 022225467 2 18 25504 00108 N00077 E00099 Z00020 P002P002P002P002P001P001                
5510030 022225530 1 06 ///// 00045 N00030 E00034 Z00013 F065P///F068P///F062P///                
5510100 022225434 1 14 25442 00087 N00073 E00078 Z00027 F033F033F065F065F066F066                
A2006030223284373 003 341273 011 1351258 013  43307841D41V5113  5190òaâÃéRåßñkïî             53K
5500000 022328450 3 29 28461 00572 N00257 E00476 Z00301 F031F031F025F025F091F091                
5500020 022328453 3 32 28460 02418 N01981 E02121 Z00969 F166F165F166F161F107F107                
5503633 022328470 3 26 ///// 00377 N00245 E00290 Z00149 F037P///F036P///F036P///                
5211220 022328504 2 17 28513 00120 N00120 E00072 Z00056 F034F034F027F027F062F063                
5211430 022328478 2 18 28504 00100 N00088 E00084 Z00056 P002P002P003P003P002P002                
5211830 022328470 2 21 28490 00112 N00064 E00111 Z00050 P004P004P003P003P003P003                
5400620 022328577 2 17 28584 00092 N00080 E00076 Z00034 F051F050F050F050F096F045                
5500130 022328460 2 20 ///// 00199 N00117 E00172 Z00104 F047P///F022P///F035P///                
5500131 022328480 2 17 ///// 00220 N00157 E00189 Z00103 F044P///F062P///F091P///                
5500320 022328486 2 20 28492 00226 N00191 E00177 Z00054 F083F083F084F084F070F068                
5501430 022328530 2 20 ///// 00181 N00139 E00135 Z00064 F051P///F083P///F081P///                
5501700 022328503 2 18 28558 00142 N00117 E00119 Z00044 F056F056F057F057F098F098                
5503600 022328476 2 18 28506 00118 N00108 E00083 Z00069 F039F039F055F055F136F136                
5503630 022328490 2 16 ///// 00186 N00149 E00158 Z00071 F123P///F129P///F123P///                
5503631 022328510 2 17 ///// 00131 N00120 E00088 Z00046 F045P///F051P///F051P///                
5503632 022328490 2 22 ///// 00274 N00188 E00267 Z00126 F031P///F096P///F096P///                
5503730 022328460 2 19 ///// 00324 N00225 E00305 Z00086 F111P///F106P///F162P///                
5503930 022328480 2 21 ///// 00261 N00197 E00216 Z00128 F050P///F063P///F058P///                
5210120 022328544 1 12 28550 00068 N00068 E00028 Z00015 F041F045F041F041F111F015                
5210430 022328495 1 13 28526 00055 N00033 E00048 Z00029 P004P004P004P004P002P002                
5210431 022328495 1 08 28530 00050 N00043 E00050 Z00032 P011P011P002P002P004P004                
5210500 022328599 1 05 29008 00029 N00024 E00025 Z00012 F056F056F048F048F098F034                
5210530 022328584 1 06 28589 00029 N00024 E00023 Z00019 P003P003P003P003P002P001                
5211230 022328477 1 14 28506 00094 N00089 E00052 Z00034 P003P003P004P004P005P005                
5211630 022328505 1 10 28528 00042 N00032 E00038 Z00029 P003P003P003P003P003P003                
5211730 022328490 1 10 28520 00048 N00037 E00041 Z00037 P002P002P003P003P004P004                
5212030 022328590 1 07 28592 00030 N00025 E00019 Z00010 P002P002P002P002P003P000                
5212300 022328585 1 05 29024 00019 N00019 E00015 Z00007 F031F031F031P205F034P016                
5212560 022328596 1 06 28599 00029 N00021 E00028 Z00009 P004P004P002P002P003P001                
5400000 022329073 1 05 29074 00018 N00017 E00014 Z00014 F035F035F037F037F071F104                
5400621 022328583 1 12 28597 00069 N00055 E00059 Z00021 F073F073F071F069F073F073                
5400630 022328581 1 11 28594 00058 N00038 E00056 Z00022 P002P002P002P002P004P004                
5401430 022329024 1 12 29038 00044 N00043 E00033 Z00010 P003P003P003P003P003P001                
5401530 022329020 1 07 29032 00026 N00025 E00021 Z00008 P003P003P004P004P004P002                
5402630 022328553 1 11 29027 00030 N00026 E00028 Z00011 P003P003P003P003P003P000                
5404330 022328572 1 14 29079 00099 N00051 E00089 Z00013 P002P002P001P001P001P000                
5500230 022328560 1 13 ///// 00102 N00099 E00089 Z00060 F125P///F126P///F114P///                
5500231 022328550 1 13 ///// 00054 N00049 E00049 Z00026 F041P///F033P///F047P///                
5500300 022328470 1 10 28496 00090 N00049 E00083 Z00026 F072F072F090F092F090P205                
5500400 022328549 1 05 28553 00027 N00025 E00019 Z00007 F021F021F021F021F056P205                
5501630 022328550 1 07 ///// 00053 N00029 E00048 Z00023 F076P///F070P///F085P///                
5501720 022328547 1 07 28561 00050 N00050 E00026 Z00014 F092F092F081F081F042F042                
5501930 022328510 1 07 ///// 00038 N00035 E00034 Z00024 F027P///F152P///F052P///                
5502030 022328520 1 06 ///// 00034 N00028 E00033 Z00014 F027P///F025P///F121P///                
5502530 022329000 1 08 ///// 00025 N00025 E00016 Z00006 F021P///F024P///F135P///                
5503430 022329010 1 05 ///// 00014 N00010 E00014 Z00005 F021P///F023P///F047P///                
5503530 022328550 1 05 ///// 00027 N00019 E00025 Z00010 F040P///F039P///F101P///                
5503531 022328540 1 05 ///// 00114 N00051 E00114 Z00014 F147P///F154P///F151P///                
5503532 022328530 1 12 ///// 00154 N00087 E00142 Z00022 F059P///F046P///F047P///                
5503620 022328506 1 13 28520 00081 N00078 E00067 Z00036 F050F050F104F104F042F042                
5503830 022328500 1 05 ///// 00058 N00052 E00045 Z00034 F164P///F058P///F211P///                
5503831 022328500 1 05 ///// 00050 N00037 E00045 Z00026 F157P///F050P///F066P///                
5510100 022329108 1 05 29119 00023 N00018 E00016 Z00007 F026F026F031F031F065F065                
A2006030300504325 003 341277 013 1351234 014  39208516V   5111  5190òaâÃéRåßñkïî              1K
5500020 030050455 1 05 50454 00407 N00317 E00251 Z00101 F191F191F195F195F178F179                
A2006030300523318 012 384203 027 1421542 069 386416244D43V5111  2 65ã{èÈåßâ´                 13K
2110001 030052444 1 05 52530 00137 N00090 E00107 Z00027 F169F169F169F169F258P205                
2110130 030052544 1 11 ///// 00056 N00054 E00035 Z00024 P003P///P003P///P001P///                
2130431 030052584 1 08 ///// 00071 N00057 E00053 Z00027 P001P///P001P///P001P///                
2130433 030052565 1 09 ///// 00082 N00052 E00081 Z00029 P002P///P002P///P001P///                
2130439 030052576 1 09 ///// 00073 N00072 E00045 Z00015 P002P///P002P///P001P///                
2132732 030053067 1 08 ///// 00031 N00030 E00010 Z00005 P003P///P003P///P001P///                
2132733 030053050 1 06 ///// 00025 N00022 E00019 Z00010 P002P///P001P///P001P///                
2200200 030052451 1 08 52532 00047 N00031 E00040 Z00024 F056F056F049F049F288P205                
2205500 030052466 1 07 52551 00034 N00020 E00031 Z00015 F023F023F072F072F212P205                
2205520 030052530 1 06 ///// 00055 N00052 E00042 Z00019 P001P///P001P///P001P///                
2220521 030052540 1 06 ///// 00046 N00044 E00028 Z00024 P001P///P003P///P001P///                
2220522 030052560 1 06 ///// 00059 N00041 E00057 Z00021 P001P///P002P///P001P///                
2220560 030053050 1 07 ///// 00031 N00027 E00027 Z00014 P001P///P002P///P005P///                
A2006030301085222 003 341250 010 1351261 011  37906714V   5111  5190òaâÃéRåßñkïî              1K
5500020 030108545 1 06 08543 00279 N00201 E00198 Z00061 F192F192F193F192F112F112                
A2006030301112587 003 341253 010 1351268 012  39207119V   5111  5190òaâÃéRåßñkïî              1K
5500020 030111281 1 11 11280 00577 N00476 E00421 Z00115 F191F191F193F193F112F112                
A2006030310444045 004 320573 011 1295343 018 124108733V   5111  7283ìVëêìÂ                    2K
7432001 031044464 1 10 44472 00045 N00036 E00041 Z00023 F044F044F047F047F110F289                
7432035 031044510 1 07 ///// 00047 N00037 E00046 Z00016 P///P///P///P///P///P///                
A2006030503381352 029 334635 142 1373634 1243531925653D53V5112  4170éOèdåßìÏìåâ´             81K
2510830 050340270 2 15 ///// 00028 N///// E///// Z///// P///P///P///P///P///P///                
2510900 050340262 2 17 40280 00075 N00052 E00063 Z00017 F027F027F028F028F028F028                
3000130 050340100 2 21 ///// 00085 N00042 E00081 Z00024 P///P///P///P///P///P///                
2205631 050340500 1 05 ///// 00013 N00013 E00007 Z00003 P005P///P005P///P005P///                
2210820 050340340 1 09 ///// 00016 N00014 E00013 Z00003 P009P///P004P///P007P///                
2211020 050340360 1 14 ///// 00039 N00029 E00038 Z00010 P003P///P004P///P006P///                
2211330 050340360 1 06 ///// 00012 N00012 E00010 Z00004 P008P///P007P///P005P///                
2211730 050340350 1 14 ///// 00020 N00019 E00014 Z00004 P012P///P011P///P004P///                
2211830 050340360 1 08 ///// 00025 N00014 E00025 Z00005 P004P///P003P///P008P///                
2220830 050340530 1 05 ///// 00014 N00009 E00014 Z00003 P004P///P004P///P004P///                
2500232 050340150 1 11 ///// 00034 N///// E///// Z///// P///P///P///P///P///P///                
2500433 050340250 1 11 ///// 00037 N///// E///// Z///// P///P///P///P///P///P///                
2502730 050340160 1 12 ///// 00033 N///// E///// Z///// P///P///P///P///P///P///                
2503101 050340146 1 05 40149 00020 N00020 E00017 Z00005 F061F061F071F071F068F137                
2503630 050340170 1 11 ///// 00044 N///// E///// Z///// P///P///P///P///P///P///                
2503730 050340180 1 09 ///// 00034 N///// E///// Z///// P///P///P///P///P///P///                
2503830 050340140 1 06 ///// 00037 N///// E///// Z///// P///P///P///P///P///P///                
2504730 050340210 1 08 ///// 00031 N///// E///// Z///// P///P///P///P///P///P///                
2504731 050340210 1 11 ///// 00039 N///// E///// Z///// P///P///P///P///P///P///                
2504732 050340230 1 10 ///// 00064 N///// E///// Z///// P///P///P///P///P///P///                
2510000 050340100 1 07 40198 00015 N00012 E00015 Z00007 F036F025F011F011F016F036                
2510230 050340310 1 11 ///// 00023 N///// E///// Z///// P///P///P///P///P///P///                
2510330 050340230 1 05 ///// 00016 N///// E///// Z///// P///P///P///P///P///P///                
2510430 050340240 1 09 ///// 00040 N///// E///// Z///// P///P///P///P///P///P///                
2510630 050340230 1 07 ///// 00027 N///// E///// Z///// P///P///P///P///P///P///                
2510730 050340250 1 12 ///// 00032 N///// E///// Z///// P///P///P///P///P///P///                
2511500 050340200 1 08 40298 00026 N00023 E00023 Z00008 F020F020F030F030F025F166                
2511531 050340290 1 12 ///// 00031 N///// E///// Z///// P///P///P///P///P///P///                
2511532 050340280 1 13 ///// 00037 N///// E///// Z///// P///P///P///P///P///P///                
3000000 050339592 1 07 40110 00032 N00021 E00029 Z00014 F029F029F070F070F092F152                
